time
75.577450
75.797438
75.759231
75.740522
75.592944
75.831063
75.731094
75.710445
75.806666
75.390803
89.152290
86.987529
88.001571
89.261892
89.266686
87.275434
87.292858
86.472788
87.199522
87.294194
