time
85.104421
85.189008
85.105691
85.187807
85.136023
84.893333
85.205369
85.242336
85.259355
85.196944
101.014630
101.042247
101.029969
101.046486
101.025609
101.024358
101.021773
101.029149
101.040901
101.039112
84.934187
84.950122
84.930991
84.970811
84.952126
84.954916
84.933218
84.951944
84.893011
84.926583
25.147145
25.171295
25.149108
25.140992
25.167302
25.137897
25.147687
25.161021
25.163458
25.167617
