time
85.617007
85.493698
85.521742
85.380805
85.430812
85.461113
85.412007
85.475621
85.363527
85.498345
100.978241
100.951847
100.954556
100.922160
100.903185
100.925151
100.918091
100.901478
100.939084
100.904790
